added_by,artist,banner,buy_enabled,description,download_enabled,downloads,host,listens,rating_count,rating_score,release_date,streaming_enabled,title,tracks,views
xalence,Various Artists,sponsored,no,"As Slay gears up to release his final album ""Rhyme Or Die"" he floods the streets with exclusives. This tape signifies ""The Rise Of A City"" the first track Free featuring long time rivals Fat Joe & 50 Cent is a prime example. Be on the look out for more mixtapes from slay and make sure to pick up that ""Rhyme Or Die"" album which drops soon!",yes,18811,Dj Kay Slay,23724,49,5,1/23/2014,yes,The Rise Of A City,15,130948
Da_ChiiNk,Young Thug & Bloody Jay,sponsored,no,"New mixtape from Young Thug & Bloody Jay ""Black Portland""",yes,67845,,116675,230,4,1/21/2014,yes,Black Portland,11,417150
TheRealSonReal,SonReal,exclusive,no,"#OneLongDay is SonReal's first solo release since the Juno Nominated album, The Closers.  After the success of his single Everywhere We Go, SonReal announced that he would be giving his next project out for free as well as dropping his debut commercial album later in 2014.  Till then, we have this: One Long Day, an incredibly concise piece of work.  With production from; Arthur McArthur, Rich Kidd, Chin Injeti, Chef Byer, Alex Lustig, Superville, 2oolman, and Burd & Keyz; SonReal effortlesly shares his story over A grade beats.  A few special features from Kardinall Offishall, Shad, Andreena Mill and Willa help set this project aside from your average free mixtape.. It should actually be called an album, because its fucking great.",yes,28315,,27784,86,5,1/21/2014,yes,One Long Day,11,181784
flybeats09,Slice 9,exclusive,no,New mixtape from FBG's Slice 9,yes,758,"DJ Iceberg, Black Bill Gates & DJ Outta Space",923,4,3,1/21/2014,yes,Slice Don't Do It: The Myth,16,11216
DjBuzzWorthy,Lil Uzi Vert,sponsored,no,,yes,18321,,54408,265,5,1/19/2014,yes,Purple Thoughtz Ep. Vol.1,8,189839
AceHoodWTB,Ace Hood,exclusive,no,"Ace Hood unleashes the 3rd installment in his popular ""Starvation"" mixtape series.  This 14 track offering boasts limited features from WE THE BEST brethren VADO and MAVADO as well as Kevin Cossom. On the production end, it wouldnt be an Ace Hood mixtape without Reazy Renegade, Streetrunner, Cool & Dre, Beat Bully, The Mekanics, Beat Billionaire, and Ben Billions.   Follow on twiter and instagram @ACEHOOD @WeTheBestMusic",yes,583710,,598533,1162,5,1/17/2014,yes,Starvation 3,14,2198297
Omizzle,Plies,sponsored,no,"New mixtape from Plies ""Da Last Real Nigga Left""",yes,158035,Big Gates Records,162191,261,5,1/17/2014,yes,Da Last Real Nigga Left,22,554427
Da_ChiiNk,Dubb,sponsored,no,"The latest mixtape from emerging South Central emcee Dubb ""Never Content "" hosted by DJ Carisma, with features from Iamsu!, Nipsey Hussle, Eric Bellinger, Skeme, Rayven Justice, Glasses Malone, Lamar Jay and more. Follow him @itzDubb",yes,6276,DJ Carisma,7563,31,5,1/15/2014,yes,Never Content,16,36200
Da_ChiiNk,Marcus Manchild,sponsored,no,"Houston rapper Marcus Manchild seemed to have disappeared for a minute, but now he's back with a new mixtape ""Turbo Life"" hosted by Cory B & DJ Mr. Rogers with features from Que, Boston George, and more. Follow him @marcusmanchild",yes,960,Cory B & DJ Mr. Rogers,1065,3,5,1/15/2014,yes,Turbo Life,13,8042
xman947,Que & Sonny Digital,sponsored,no,"**Re-Up** Que & Sonny Digital Present: ""Forbes Atlanta"" Hosted by DJ Scream and DJ Spinz",yes,10313,DJ Spinz & DJ Scream,18536,28,4,1/14/2014,yes,Forbes Atlanta,18,69269
Da_ChiiNk,Various Artists,sponsored,no,"DJ SourMilk and Justin Credible of the L.A. Leakers release their 2014 Draft Picks mixtape featuring unreleased music and freestyles from artists like Audio Push, Logic, Migos, Sean Kingston, Juicy J, Wiz Khalifa, YG, Que, Iamsu!, Troy Ave, Skeme and more, this will most likely make an impact in 2014. Follow @LALeakers, @DJSourMilk & @J_Credible",yes,5674,L.A. Leakers,11536,17,4,1/14/2014,yes,The 2014 Draft Picks,17,61098
flybeats09,Strap Da Fool,exclusive,no,"New mixtape from 1/3 of Travis Porter, Strap Da Fool ""All In 2""",yes,9949,DJ Holiday & DJ Iceberg,14894,34,4,1/14/2014,yes,All In 2,29,75201
Omizzle,Cap1,sponsored,no,New mixtape from Cap1,yes,15621,DJ E Sudd & Bigga Rankin,18089,36,4,1/14/2014,yes,Caviar Dreams,14,85672
flybeats09,Frenchie & D-Dash,exclusive,no,New joint mixtape from BSM/ Dirtgang affiliates D-Dash & Frenchie. Follow @DDashBSM @FrenchieBSM @DatPiff,yes,12249,,15143,44,4,1/14/2014,yes,Underrated,16,121496
Omizzle,Coke Boy Brock,exclusive,no,"New mixtape from Coke Boy Brock ""These Streets Don't Love U""",yes,3106,,4111,11,4,1/14/2014,yes,These Streets Don't Love U,15,45970
Omizzle,The Incomparable Shakespeare,exclusive,no,"The Incomparable Shakespeare has been building his buzz for some time now. The Brooklyn MC has made a name for himself with smart and passionate lyricism, while still realizing his potential to make big-sounding songs. This new project By Any Dreams Necessary features Troy Ave on the single ""Franklin Jackson,"" and upcoming producers like The R.L. and Silver.  

Follow on Twitter @ShakyBaby",yes,2651,,3137,10,4,1/14/2014,yes,By Any Dreams Necessary,10,32124
flybeats09,Rocky Diamonds,exclusive,no,"NNTME & Paperroll$ Mafia proudly present: Rocky Diamonds - ""The Marckus Shaw EP"" . The EP features all original music with production from Zaytoven, Knucklehead, Dun Deal and more . Features are very slim with only August Alsina making appearances. Follow on Twitter: @RockyDiamonds",yes,9321,,13384,46,4,1/13/2014,yes,The Marckus Shaw EP,6,76258
Omizzle,Joey Fattz,exclusive,no,"Joey Fattz has been a mainstay of the Pittsburgh underground Hip-Hop scene for quite some time. Joey released his latest project Bazooka Joe a few months a go strictly in the streets of Pittsburgh and beyond. The project gained a lot of buzz in the area with features and production from the likes of B. White, BZE, Ricky P, Big Jerm, Git Beats, Big C & JGB and more. Be sure to follow Joey on Twitter @RealJoeyFattz and visit http://joeyfattz.com for all of his latest content and updates.",yes,7378,,4441,21,5,1/10/2014,yes,Bazooka Joe,16,43076
djreese24,Tink,exclusive,no,Lyricaleyes Management Presents WD2,yes,144428,Dj Reese,265764,597,5,1/10/2014,yes,Winter's Diary 2,15,741118
BankBluntReup,Yung Fresh (Bankroll Fresh),sponsored,no,,yes,1027,DJ Kenny Mac,2815,16,5,1/9/2014,yes,Dead Presidents,22,17973
gotinstrumental,DJ Pain 1,exclusive,no,Pain Killerz 3,yes,2822,Masspike Miles & Scotty Boi,4867,6,4,1/8/2014,yes,Pain Killerz 3,20,34206
flybeats09,2$ Fabo (of D4L),sponsored,no,,yes,2019,,3633,17,5,1/7/2014,yes,We Amongst U,22,24070
thatkidsalazar,La Capone,sponsored,no,"Long awaited Mixtape From La Capone
RIP KING LA CAPONE600
Hosted by Dj Bandz",yes,84171,Dj Bandz,216643,539,5,1/6/2014,yes,Seperate Myself,18,449739
zomanno,Traphik,exclusive,no,"#nojokes mixtape includes a bunch of weekly 16's, live acoustic of Magnetic, OG Airplanes and Terminals, and more!",yes,7363,,8928,45,4,1/3/2014,yes,No Jokes,24,52673
flybeats09,French Montana,exclusive,no,"The Coke Boys are back at it again this year with a brand new installment of French Montana's ""Coke Boys"" mixtape series.  After signing Lil Durk in 2013, this will be his first group project with French, Chinx Drugz and the Coke Boyz.  Happy New Year everyone.  Follow on twitter @FrenchMontana @LilDurk_ @ChinxDrugz",yes,913650,Evil Empire,926354,1268,5,1/2/2014,yes,Coke Boys 4,18,3797868
flybeats09,S.M.K.A.,exclusive,no,,yes,1916,,3079,8,4,1/2/2014,yes,Super Market Knife Attack 2013,12,22877
PCRadioLive,Sandman,exclusive,no,"Sandman aka Sand Cannon is back with his post-Re Up Gang & long awaited opus ""Sovereignty"". Sandman features artist on the project such as Freeway, Big Ooh, E.Ness, Vodka, NH, Santos, Tiani Victoria, Quilly as well as his Cannons Inc.artists Phinatic & Housewife just to name a few. With production from THX, MaineRob, V Kush, Felony, Diem 2300, Markus Vick & P Dot Haze it'll surely keep ya head noddin. And also with assistance from Ace McClowd, SandCannon is definitely kicking the year off right with this classic mixtape/street album. Yeeeeeeaaaaaah Cannons!!!",yes,1479,Ace McClowd,3145,9,4,1/2/2014,yes,Sovereignty,20,18793
Sousa2611,Young Scooter,sponsored,no,New Mixtape From Young Scooter,yes,164343,DJ Swamp Izzo,225980,282,4,1/2/2014,yes,Street Lottery 2,18,658745
Omizzle,Leon Thomas,exclusive,no,"Vibe: A person's emotional state or the atmosphere of a place as communicated to and felt by others. This mixtape is a quick view into the mind of a free spirit.


Recording Engineer - Phillip LOGANN Scott III
Recorded at You People Studios, Burbank, CA

Mastered by Maor Appelbaum at Maor Applebaum Mastering - California
http://www.maorappelbaum.com

http://leonthomas.com
http://twitter.com/leonthomas
http://instagram.com/leonthomas
http://facebook.com/leonthomasmusic
http://youtube.com/leonthomasmusic",yes,8231,,13105,39,5,1/1/2014,yes,V1bes,8,113739
Omizzle,Cali Swag District,exclusive,no,"319 Music Group Presents Cali Swag District official mixtape ""The District"" hosted by Adrian Swish.  

The tape consists of all new music from CSD w/ features from Nipsey Hussle, Waka Flocka, Ty $, Problem, Skeme, Meaku, and more.",yes,10246,Adrian Swish,11440,21,3,1/1/2014,yes,The District,20,92643
Da_ChiiNk,Bishop Lamont,sponsored,no,"Bishop Lamont releases a new mixtape titled ""The Preformation"" hosted by DJ Beanz. It comes with 17 tracks and features from Apathy, Mike Anthony, Dave NY and more. His debut album, ""The Reformation"", is set to be released in 2014. Follow @BishopLamont",yes,3617,DJ Beanz,3865,29,5,1/1/2014,yes,The Preformation,17,38201
Da_ChiiNk,King Los & Mark Battles,sponsored,no,"King Los and Mark Battles have teamed up on their new collaborative mixtape, ""Broken Silence,"" which features guest appearances from Wale, Dizzy Wright, Cyhi Da Prynce, Chevy Woods, Ab-Soul, and more. Follow @iamKingLos & @markbattles317",yes,42578,,40121,99,5,12/28/2013,yes,Broken Silence,15,187695
Omizzle,Bizzy Crook,exclusive,no,"Just in time for the new year, Bizzy Crook released a brand new mixtape on his birthday, today, Friday, December 27th, 2013. The new mixtape is entitled 84 Off Season, and is an extension to Bizzy's release, '84, which came out earlier this year. 

84 Off Season offers 9 new songs and features from artists like Shy Glizzy & 360. Fans will be able to download the new mixtape as well as the original on DatPiff.com. Fans can also check out his music video for his song, ""21,"" which is featured on 84 Off Season and premiered exclusively on Vibe.com last week. Check out the video at the link below, and make sure to download 84 Off Season today by visiting: http://www.datpiff.com/Bizzy-Crook-84-Off-Season-mixtape.564588.html.",yes,7006,,9686,22,4,12/27/2013,yes,84: Off Season,9,77073
Da_ChiiNk,Icewear Vezzo,sponsored,no,"Detroit rapper Icewear Vezzo drops his latest project ""The City Is Mine"" with features from Trick Trick, Webbie, Kwony Cash and more. Follow him @Icewear_Vezzo",yes,21763,,29380,67,5,12/27/2013,yes,The City Is Mine,16,103333
DJDIRTDAWG,Kodak Black,sponsored,no,Follow Kodak Black on ig @KodakBlack,yes,168215,,436538,1023,4,12/27/2013,yes,Project Baby,18,1214021
Da_ChiiNk,Various Artists,sponsored,no,"DJ Victoriouz, DJ Pretty Boy Tank, and DJ Lil Keem put together a compilation of tracks from the likes of Young Thug, Migos, PeeWee Longway, Rich The Kidd, Johnny Cinco and more. Hosted By PeeWee Longway",yes,13412,"DJ Pretty Boy Tank, DJ Lil Keem & DJ Victoriouz",19937,42,5,12/26/2013,yes,Lobby Runners,25,91114
Omizzle,Fabolous,sponsored,no,"Fab keeps up the holiday tradition and releases his 3rd installment in the ""Soul Tape"" mixtape series.  Follow on twitter @myfabolouslife",yes,999905,,2023439,3237,5,12/25/2013,yes,The Soul Tape 3,12,4601831
Omizzle,Reed Dollaz,exclusive,no,#Revolt 2 (Holiday Special),yes,20024,,14064,14,5,12/25/2013,yes,#Revolt 2 (Holiday Special),23,72352
Omizzle,Tolly,exclusive,no,"For this Christmas Tolly linked up with MostDope's own Treejay to bring you a special gift, his latest mixtape Original Bandz. The tape features Tolly's best work to date bringing you banger after banger that you could only expect from Tolly Bandz. The project has features and production from the likes of Reem, M. Tomlin, Ikey Bubz, Juicy J, Metro Boomin, Lil' Lody, Cardo and many more. Be sure to follow Tolly and Treejay on Twitter @TOLLYBANDZ and @TreeJTV!",yes,1302,Tree Jay,2938,6,5,12/25/2013,yes,Original Bandz,21,21894
Omizzle,Jahlil Beats,exclusive,no,"New project from Roc Nation producer and Chester, PA native Jahlil Beats ""Legend Era""",yes,29762,,52702,52,5,12/25/2013,yes,Legend Era 3,40,203034
Omizzle,Troy Ave,exclusive,no,"Troy Ave is back at it this Holiday Season with part 2 of of his now annual ""White Christmas"" mixtape series.  Last year hosted by DJ Holiday, this year Troy Ave taps DJ Drama host and present Part 2.  Features include 2 Chainz, Uncle Murda, Lloyd Banks & more as well as produtcion from Yankee, Chase N Cashe and Statik Selektah among others.  Follow on twitter @TroyAveBSB",yes,90484,DJ Drama,115608,135,4,12/24/2013,yes,White Christmas 2,13,761762
LilBtheBasedGod,"Lil B ""The BasedGod""",exclusive,no,"THIS IS THE FIRST OF ITS KIND! A MUST COLLECT AND LISTEN!!!! I LOVE YOU WITH MY LIFE AND HEART - Lil B
https://twitter.com/LILBTHEBASEDGOD
https://www.facebook.com/LILBTHEBASEDGOD
http://instagram.com/lilbisgod",yes,75057,Lil B,103427,351,5,12/24/2013,yes,05 Fuck Em,101,490416
flybeats09,Dark Lo,exclusive,no,New mixtape from OBH's own Dark Lo hosted by DJ Alamo,yes,22862,DJ Alamo,48231,120,5,12/23/2013,yes,SK Tales,21,157563
Omizzle,Mike Will,sponsored,no,"New mixtape from super-producer Mike Will Made It ""#MikeWillBeenTrill"" Hosted by Future",yes,68180,Future,110365,183,4,12/23/2013,yes,#MikeWillBeenTrill,25,392145
sdotmariee,"B. White, Mayo, The 58's",exclusive,no,"B.White, Mayo, and The 58's are bringing you Christmas early this year with a collection of dope tracks with RealDeal, Joey Fattz, Hubbs, and Jon Quest. The Blizzard of '93 promises to be as relentless and iconic as the storm itself. 
 Production by Big Jerm, Big Chubb, JBG, Sayez, Swoots, Standish, M-Pyre, Rosco Wiki and So Cracked Labs. 

Follow the 58's on Twitter: @The58s",yes,2819,,5251,25,5,12/23/2013,yes,The 58's Present: The Blizzard Of '93,16,34215
Omizzle,Young Savage,exclusive,no,"New mixtape from Philly's Young Savage ""Camos & Jordans""",yes,4947,,7176,24,4,12/23/2013,yes,Camos & Jordans EP,8,64742
Omizzle,Mike Zombie,exclusive,no,"OVO producer and artist, Mike Zombie has been steadily working after the success of his Grammy nominated single ""Started From The Bottom."" The talented New Jersey native now would like to have his spot solidified as an artist as well. No features on this LP, as Mike produced and showcased his versatility as an artist giving listeners a wide variety of tracks from party anthems to deep heartfelt records. Mr. Zombie would not disappoint and is showing everyone why Drizzy has signed the 21 year old to OVO as a producer.",yes,9731,,12378,28,5,12/22/2013,yes,The End Of The Beginning,15,85519
DizzyDatDude,Dizzy Wright,exclusive,no,"Dizzy Wright (Formally known as Dizzy D Flashy) freestyles over 10 instrumentals making ""Tha Takeover Mixtape"" (2010). This was Dizzy's very first mixtape. You can find more of Dizzy Wright's music at http://www.dizzydatdude.com. Follow @DizzyWright on Twitter and @DizzyHippy on Instagram.",yes,3454,,4472,20,5,12/21/2013,yes,Tha Takeover Mixtape (2010),10,28511
Sousa2611,Fredo Santana,sponsored,no,"Part 2 of ""Its A Scary Site"" by Fredo Santana",yes,87787,,101042,279,5,12/20/2013,yes,Its A Scary Site 2,17,363071
flybeats09,Horseshoe Gang,exclusive,no,Mixtape Monthly Vol 2 from Horseshoe Gang,yes,33466,DJ Far,45926,77,5,12/20/2013,yes,Mixtape Monthly Vol 2,13,164860
Da_ChiiNk,Project Pat,sponsored,no,"Re-Release of Project Pat's ""Mista Don't Play"" project, featuring new songs as well as visuals from the songs on the original classic. Follow @ProjectPatHcp",yes,60063,,131197,453,5,12/19/2013,yes,Mista Don't Play: Throwback,21,301714
stylishhabits,The Rangers,exclusive,no,PICTURE PERFECT BY THE RANGERS HOSTED BY DJ CARISMA OF YOUNG CALIFORNIA AN DJ GOONIE OF HITTMENN DJS.,yes,4912,DJ Goonie & DJ Carisma,6265,15,5,12/19/2013,yes,Picture Perfect,11,41541
Omizzle,Yung Simmie,exclusive,no,"New mixtape from Raider Klan's ""Yung Simmie"" Part 2 of his ""Basement Muzic"" series.",yes,36987,,41177,110,5,12/19/2013,yes,Basement Muzic 2,16,152025
Da_ChiiNk,Clams Casino,sponsored,no,"Without warning, Clams Casino has dropped the third installment in his ""Instrumental Mixtape"" series.",yes,69359,,176647,156,4,12/18/2013,yes,Instrumental Mixtape Vol. 3,13,437326
Da_ChiiNk,DJ Esco & Future,sponsored,no,"New compilation mixtape from Future & FreeBand Gang ""No Sleep"" hosted by DJ Esco and Future. With features from Young Scooter, Shad Da God, Starlito, Jim Jones and more.",yes,226928,,549228,765,5,12/17/2013,yes,No Sleep,23,1316676
hamilvision,Charles Hamilton,exclusive,no,"This is the year of the 6z.

Dwell.",yes,2265,,3599,14,5,12/17/2013,yes,StHRezzurexion,8,20812
therealdjshon,Smylez,exclusive,no,@IAmSmylez - Say Cheeze 2 Hosted @DJShonChicago @DJWats01 @DJHustlenomics @DJAmaris1 via @BlokBiznessDJ @StackOrStarvDJs @StreetzApproved @ChicagoFFame,yes,4498,"DJ Shon, DJ Wats, DJ Hustlenomics, DJ Amaris",6223,24,5,12/17/2013,yes,Say Cheeze 2,21,34340
Share,Quez (of Travis Porter),exclusive,no,"New mixtape from Quez of the group, Travis Porter ""Black Boe Knows 2"" Hosted by DJ Drama. Features include Que, Cap1, Cash Out, Ali & more! Follow on twitter @El_queZzyo @DJDrama.  For booking contact 404.488.7868",yes,17196,DJ Drama,24169,42,5,12/17/2013,yes,Black Boe Knows 2,11,111561
Omizzle,Retch,sponsored,no,"Retch is a rising New Jersey emcee who makes up half of the H'z duo with fellow NJ spitter Da$h. 

""Polo Sporting Goods"" is RetcH's latest project, produced entirely by the continuously impressive Thelonious Martin. The tape includes features from Ab-Soul, Sulaiman, Action Bronson and Da$H, and was led by the singles ""Graceful Jewelry Removal"" and ""Special Jim"".

This is ""Lifestyle Rap"", as RetcHy puts it",yes,28000,Thelonious Martin,32141,135,5,12/17/2013,yes,Polo Sporting Goods,11,133242
flybeats09,King Louie,exclusive,no,"Part 2 of ""Drilluminati"" series from King Louie aka King L.  Follow on twitter @LawlessInc @KingL",yes,146036,,180336,215,4,12/17/2013,yes,Drilluminati 2,13,611870
Da_ChiiNk,Starlito,sponsored,no,"New mixtape from Starlito ""Insomnia Addict"" presented by Grind Hard and hosted by DJ Coop, DJ Lil Keem & DJ Logan Garrett",yes,40113,"DJ Coop, DJ Lil Keem & DJ Logan Garrett",64866,134,5,12/16/2013,yes,Insomnia Addict,10,195836
flybeats09,Casey Veggies & Rockie Fresh,sponsored,no,"New collaboration mixtape from Rockie Fresh and Casey Veggies ""Fresh Veggies""",yes,115855,,117102,292,5,12/16/2013,yes,Fresh Veggies,10,453106
Omizzle,Joe Stylez,exclusive,no,"New mixtape from Allentown, PA's JOE STYLEZ ""Almost Doesnt Count."" Sponsored by Homebase & Class of 85. Features include Tha Alumni's Sean Brown, Jonathan Padilla & production from Sean Brown, Mikey Rose & more.  Follow on twitter @JoeStylezMusic or email joestylezmusic@gmail.com.",yes,3371,,7545,35,4,12/16/2013,yes,Almost Doesnt Count,10,58539
Omizzle,Nya Lee,exclusive,no,,yes,6015,,11745,48,4,12/16/2013,yes,That Bitch,10,81277
Omizzle,Masspike Miles,exclusive,no,"New project from Masspike Miles ""Skyy Miles 3""",yes,31380,,39055,98,5,12/13/2013,yes,Skky Miles 3,12,141485
Omizzle,Flying Lotus,sponsored,no,"Flying Lotus gives away 24 tracks properly titled ""24 Song Zip File""",yes,17835,,18996,63,5,12/13/2013,yes,24 Song Zip File,24,84376
Omizzle,Gino Marley,sponsored,no,"New mixtape from Gino Marley ""Raised In The Streets""",yes,20607,"Savage Squad Records, Trap-A-Holics & DJ Twin",24339,78,5,12/13/2013,yes,Raised In The Streets,14,91562
Omizzle,Short Dawg,exclusive,no,"New mixtape from Fresh Muzik's Fre$h aka Short Dawg ""Call Me Fresh""",yes,21618,Fresh Muzik,29987,50,5,12/13/2013,yes,Call Me Fresh,17,141804
Da_ChiiNk,Le$,sponsored,no,"New mixtape from Le$ ""Gran Turismo""",yes,14509,,32860,100,5,12/13/2013,yes,Gran Turismo,20,90205
Omizzle,Busta Rhymes & Q-Tip,sponsored,no,"What we have here is a brotherhood. A friendship that extends past music, but also has an extensive musical history. The Abstract & The Dragon is more-so a compilation of their work over the years with new records sprinkled in. Another cool aspect about the mixtape is that both also add verses to classic records like Busta hops on A Tribe Called Questâ€™s â€œGod Lives Through.â€ Itâ€™s a great example of what a mixtape represents. Features from Redman, Big Daddy Kane, Missy Elliott and more",yes,129123,"YMCMB, G.O.O.D Music, Shaheem Reid",111765,375,5,12/12/2013,yes,The Abstract And The Dragon,28,472798
Da_ChiiNk,Dorrough Music,sponsored,no,"Dallas Texas rapper Dorrough Music drops off the NO DJ version of his ""Shut The City Down"" mixtape with 5 bonus tracks added.",yes,1967,,2237,6,5,12/12/2013,yes,Shut The City Down 1.5,23,15410
Da_ChiiNk,Chance The Rapper,none,no,"An early mixtape from Chicagoan emcee and SAVEMONEY solider Chance The Rapper, discovered on a defunct Facebook page this morning. Although details are scarce, this tape dropped approximately 3-5 years ago, and it's a welcome glimpse into the beginnings of one of the game's most promising young artists.",yes,100392,,123181,447,5,12/11/2013,yes,Good Enough,9,493736
Da_ChiiNk,Chance The Rapper,none,no,"Another early project from fast-rising Chicago emcee Chance The Rapper, discovered on the same defunct Facebook page as ""Good Enough"". Once again, details are scarce, but this 5-track EP dropped approximately 3-5 years ago.",yes,91368,,103913,536,5,12/11/2013,yes,Back To School Pack EP,5,473929
Omizzle,Eric Bellinger,exclusive,no,"New holiday themed / inspired project from singer Eric Bellinger ""Your Favorite Christmas Songs."" Available for purchase on itunes: https://itunes.apple.com/us/album/your-favorite-christmas-songs/id777859186",yes,9765,,20118,47,5,12/10/2013,yes,Your Favorite Christmas Songs,9,85523
Omizzle,DJ Spin King,exclusive,no,"In honor of the holiday season, DJ Spin King lets loose a rare gem in the form of ""Merry SPINmas"" a compilation mixtape with exclusives and club bangers alike put together by the club / your DJ himself.  Follow on twitter @DJSpinKing and Merry Spinmas!",yes,4877,,11023,12,4,12/10/2013,yes,Merry SPINmas,59,53658
Omizzle,Tyga,exclusive,no,"The 4th installment in TYGA's ""Well Done"" mixtape series. Features include Chris Brown, French Montana, Fabolous, Meek Mill & more!",yes,538951,,490316,882,4,12/9/2013,yes,Well Done 4,14,1932050
Omizzle,Rico Love,exclusive,no,"New project from the talented Rico Love ""El Presidente."" Limited features include Plies and Tiara Thomas.  Follow on twitter @iamRicoLove",yes,47573,,57668,95,5,12/9/2013,yes,El Presidente,11,264725
flybeats09,Far East Movement X Rell The Soundbender (ft Kurupt),exclusive,no,"New FreEP from Far East Movement x Rell the Soundbender (ft Kurupt) ""Murder Was The Bass""",yes,6509,,12094,22,3,12/5/2013,yes,Murder Was The Bass EP,4,82728
Omizzle,MMG,sponsored,no,"New project from the MMG crew ""MMG Priorities Vol 1""",yes,80075,DJ Scream,91896,72,5,12/3/2013,yes,MMG Priorities Vol 1,16,386257
flybeats09,Cardiak Flatline,exclusive,no,"New project from Cardiak ""The Emergency Room Vol 2""",yes,13458,,30266,34,5,12/3/2013,yes,The Emergency Room Vol 2,23,94515
Omizzle,K Camp,exclusive,no,"New project from K Camp ""In Due Time"" Hosted by DJ Drama.",no,,DJ Drama,149120,632,5,12/2/2013,yes,In Due Time,11,535021
Omizzle,Reed Dollaz,exclusive,no,"New mixtape from Reed Dollaz ""Revolt""",yes,4440,,9042,16,4,12/1/2013,yes,Revolt,11,46637
souljaboytellem,Soulja Boy,exclusive,no,"Highly anticipated mixtape from Soulja Boy ""The King""",yes,27355,SODMG,48206,127,3,11/30/2013,yes,The King,19,344213
Omizzle,Tone Trump,exclusive,no,"New project from Philly's TONE TRUMP ""West $ide Story""",yes,3480,,7262,23,4,11/30/2013,yes,West $ide Story,11,49409
Da_ChiiNk,Lil Bibby,sponsored,no,"New mixtape from Chicago rapper Lil Bibby ""Free Crack"" hosted by DJ Scream. Follow him @LilBibby_",yes,267024,DJ Scream,326587,755,5,11/29/2013,yes,Free Crack,17,1007114
Omizzle,Young Jeezy,sponsored,no,"New Thanksgiving Day project from Young Jeezy & the CTE crew ""itsThaWorld2""",yes,170543,WalkLikeUs & CTE World,211787,273,4,11/28/2013,yes,#ItsThaWorld2,8,863140
flybeats09,Emanny,exclusive,no,"Presented and produced largely by SLV (an abbreviation for the group Sex, Love & Vices, which includes Emanny, rapper Joe Budden, and producersParks and KDot), Songs About YOU is a continuation of Emannyâ€™s personal journey navigating his relationship with an anonymous â€œher,â€ all while fighting, surrendering to, and regretting the consequences of lust.
 
Featuring additional production by Grand Staff, Cardiak, Remo the Hitmaker, and The Breed, Songs About YOU will be the undisputed soundtrack for the seasonâ€™s cold winter nights no one wants to endure alone. Songs About HER 2will follow this spring, just in time for less clothing and more mistakes. To learn more about Emanny, check him out",yes,22891,,21800,55,5,11/28/2013,yes,Songs About You EP,8,115231
Omizzle,Rich Homie Quan,exclusive,no,"New mixtape from Rich Homie Quan ""I Promise I Will Never Stop Going In"" Hosted by DJ Drama and Hoodrich DJ Lil Keem.",yes,1156933,DJ Drama & DJ Lil Keem,1258543,2353,5,11/26/2013,yes,I Promise I Will Never Stop Going In,17,3920602
Omizzle,Tinashe,exclusive,no,"New project from the lovely Tinashe ""Black Water""",yes,76514,,120428,375,5,11/26/2013,yes,Black Water,13,348626
flybeats09,Omar Cruz,sponsored,no,"New mixtape from Omar Cruz ""The Book Of Omar""",yes,961,,1380,12,5,11/26/2013,yes,The Book Of Omar,22,9064
Da_ChiiNk,Trae Tha Truth,sponsored,no,"New mixtape from Trae Tha Truth ""I Am King""",yes,56593,,47888,165,5,11/25/2013,yes,I Am King,20,202157
flybeats09,Stalley,exclusive,no,"The official best of Stalley ""Know More"" Presented by MMG & BCG",yes,40554,,54273,111,5,11/21/2013,yes,Know More (The Best Of Stalley),30,239633
Omizzle,Elite,sponsored,no,"Byram, Connecticut producer/rapper Elite has had a career year in 2013, contributing some of the best production on J. Cole's acclaimed sophomore album Born Sinner.",yes,2269,,5052,21,5,11/21/2013,yes,Level Up,13,24899
Sousa2611,TeeFlii,sponsored,no,new mixtape from TeeFlii,yes,27610,,26944,49,4,11/21/2013,yes,Annieruo'tay 3 (Who The F*ck Is Annie?),17,112386
flybeats09,Horseshoe Gang,exclusive,no,,yes,32484,DJ Far,39144,73,5,11/21/2013,yes,Mixtape Monthly Vol 1,10,180832
Da_ChiiNk,Chris Brown,sponsored,no,"As promised, Chris Brown drops a new 6 track project titled ""X Files"". The mixtape/EP features guest appearances from Ludacris, Busta Rhymes, and a bonus track with Kid Ink.",yes,177715,,284054,866,5,11/19/2013,yes,X Files EP,6,919303
Da_ChiiNk,Lil Lody,sponsored,no,"New mixtape from Lil Lody ""The Theory 2"" hosted by Bigga Rankin, DJ Grady & DJ Iceberg",yes,1352,"Bigga Rankin, DJ Grady & DJ Iceberg",2514,7,5,11/19/2013,yes,The Theory 2,19,13398
Da_ChiiNk,Rich Kidz,sponsored,no,"New mixtape from Rich Kidz ""A Westside Story"" hosted by DJ Scream, DJ Plugg & DJ Lil Keem",yes,54266,"DJ Scream, DJ Plugg & DJ Lil Keem",38048,65,5,11/19/2013,yes,A Westside Story,19,171275
Omizzle,Neef Buck,exclusive,no,"The 6th installment to the ""Forever Do Me"" series from Neef Buck",yes,30960,,49292,58,5,11/19/2013,yes,Forever Do Me 6: Trash Bag King,14,197418
